ID,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,Family,Class,thermal guild,a,b,CF,SGFGu,Range,Frequency,Abundance,MaxLength,Trophic Level,Trophic group,Trophic group2,Water column,Diel Activity,Habitat,Min depth ,Max depth ,Mean depth,IUCN,Introduced,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf
,Pseudoceros bifurcus,Pseudoceros bifurcus,Pseudocerotidae,Turbellaria,tropical,,,,,4627,1,1,5.1,,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,25.556125,24.9638,31.2696,1,,
,Pseudoceros dimidiatus,Pseudoceros dimidiatus,Pseudocerotidae,Turbellaria,tropical,,,,,3114,1,1,8,,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,,,27.99,27.9965,29.379,1,,
,Pseudoceros imitatus,Pseudoceros imitatus,Pseudocerotidae,Turbellaria,tropical,,,,,1337,1,1,5,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,21.713,22.0255,24.92,1,,
,Pseudocoris aurantiofasciata,Pseudocoris aurantiofasciata,Labridae,Actinopterygii,tropical,,,,,6116,1,1,20,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,45,,LC,No,27.9478,27.851,29.7125,1,,
,Pseudorhombus jenynsii,Pseudorhombus jenynsii,Paralichthyidae,Actinopterygii,temperate,,,,,1327,1,1,35,3.5,Higher carnivore,Higher carnivore,benthic,Night,sand,0,50,,NA,No,22.75005,22.663575,29.6248,1,,
,Pteragogus flagellifer,Pteragogus flagellifer,Labridae,Actinopterygii,tropical,,,,,1617,1,1,20,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,,,,LC,No,25.618,25.7725,31.19,1,,
,Pterocaesio chrysozona,Pterocaesio chrysozona,Caesionidae,Actinopterygii,tropical,,,,,3295,1,94,21,3.4,Planktivore,Planktivore,pelagic site attached,Day,coral,,,,NA,No,25.73815,25.179525,30.38425,1,,
,Rhinecanthus verrucosus,Rhinecanthus verrucosus,Balistidae,Actinopterygii,tropical,,,,,1991,1,1,23,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,sand,1,20,,NA,No,26.99165,25.19205,31.94975,2,,
,Rhinoclavis aspera,Rhinoclavis aspera,Cerithiidae,Gastropoda,tropical,,,,,1653,1,2,6,,omnivore,Herbivore,benthic,,sand,,,,NA,No,22.518125,22.855625,27.14075,1,,
,Rhinoclavis fasciata,Rhinoclavis fasciata,Cerithiidae,Gastropoda,tropical,,,,,1688,1,1,9.5,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,,,26.272,26.407,30.4,1,,
,Rhinoclavis sinensis,Rhinoclavis sinensis,Cerithiidae,Gastropoda,tropical,,,,,2310,1,1,6,,omnivore,Herbivore,benthic,,sand,,,,NA,No,23.888,23.916,26.882,1,,
,Risbecia tryoni,Risbecia tryoni,Chromodorididae,Gastropoda,tropical,,,,,4424,1,2,10,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,26.8029,25.8782,30.963,1,,
,Salarias guttatus,Salarias guttatus,Blenniidae,Actinopterygii,tropical,,,,,1157,1,1,10,,Browsing herbivore,Herbivore,benthic,Day,coral,,,,,,27.0765,27.0829,30.05865,1,,
,Salmacis sphaeroides,Salmacis sphaeroides,Temnopleuridae,Echinoidea,tropical,,,,,3419,1,9,2,,Browsing herbivore,Herbivore,benthic,,coral,,,,,,25.368,25.5535,29.626,1,,
,Sardinops neopilchardus,Sardinops neopilchardus,Clupeidae,Actinopterygii,temperate,,,,,1658,1,203,25,3.3,Planktivore,Planktivore,pelagic non-site attached,Day,water column,0,100,,NA,No,19.900975,18.851275,23.747,1,,
,Sargocentron melanospilos,Sargocentron melanospilos,Holocentridae,Actinopterygii,tropical,,,,,3831,1,3,25,4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,5,90,,NA,No,27.391,28.2535,33.011,2,,
,Sargocentron punctatissimum,Sargocentron punctatissimum,Holocentridae,Actinopterygii,tropical,,,,,10,1,17,23,3.4,Benthic invertivore,Benthic invertivore,Demersal,Night,coral,,,,NA,No,27.201575,26.06005,30.4685,3,,
,Scarus xanthopleura,Scarus xanthopleura,Scaridae,Actinopterygii,tropical,,,,,1110,1,1,52,,Browsing herbivore,Herbivore,benthic,Day,coral,,,,,,,,,,,
,Schizophrys aspera,Schizophrys aspera,Majidae,Malacostraca,temperate,,,,,1764,1,2,5,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,15,,NA,No,19.250625,19.252,24.83,1,,
,Scomberoides commersonnianus,Scomberoides commersonnianus,Carangidae,Actinopterygii,tropical,,,,,1297,1,5,120,4.3,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,,,,,,27.950575,26.86835,31.382,2,,
,Scorpaenodes littoralis,Scorpaenodes littoralis,Scorpaenidae,Actinopterygii,tropical,,,,,3690,1,1,11,4.2,Higher carnivore,Higher carnivore,benthic,Day,rock,2,30,,NA,No,26.25,23.8991,30.56195,3,,
,Scorpaenopsis diabolus,Scorpaenopsis diabolus,Scorpaenidae,Actinopterygii,tropical,,,,,3815,1,1,30,4.2,Higher carnivore,Higher carnivore,benthic,Day,coral,1,70,,NA,No,25.9787,25.3093,30.8326,3,,
,Scorpaenopsis venosa,Scorpaenopsis venosa,Scorpaenidae,Actinopterygii,tropical,,,,,1461,1,1,25,4.2,higher carnivore,Higher carnivore,benthic,Day,coral,30,95,,NA,No,26.5295,24.5475,31.778,2,,
,Sepioloidea lineolata,Sepioloidea lineolata,Sepiadariidae,Cephalopoda,temperate,,,,,1541,1,1,5,,Benthic invertivore,Benthic invertivore,Demersal,Night,sand,0,20,,DD,No,20.377,20.3088,22.9091,1,,
,Siganus spinus,Siganus spinus,Siganidae,Actinopterygii,tropical,,,,,3948,1,5,28,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,50,,NA,No,27.9026,26.99575,30.707,3,,
,Siganus stellatus,Siganus stellatus,Siganidae,Actinopterygii,tropical,,,,,4232,1,2,40,2.7,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,NA,No,27.2586,26.44365,30.74925,2,,
,Solenostomus cyanopterus,Solenostomus cyanopterus,Solenostomidae,Actinopterygii,tropical,,,,,1717,1,2,17,,Planktivore,Planktivore,benthic,Night,coral,,,,,,24.8948,24.13025,31.6411,3,,
,Stegastes albifasciatus,Stegastes albifasciatus,Pomacentridae,Actinopterygii,tropical,,,,,2964,1,39,13,2,Algal farmer,Herbivore,Demersal,Day,coral,0,4,,NA,No,27.4712,26.7402,30.0066,2,1.3313197,2
,Stichopus horrens,Stichopus horrens,Stichopodidae,Holothuroidea,tropical,,,,,6620,1,1,40,,omnivore,Herbivore,benthic,,coral,,,,NA,No,25.629,24.925,29.9895,3,,
,Strongylura incisa,Strongylura incisa,Belonidae,Actinopterygii,tropical,,,,,3347,1,13,100,4.2,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,,,,NA,No,28.18155,27.57295,33.7,3,0.0854155,2
,Synanceia verrucosa,Synanceia verrucosa,Synanceiidae,Actinopterygii,tropical,,,,,3046,1,1,40,4.2,Higher carnivore,Higher carnivore,benthic,Day,coral,4,30,,NA,No,24.674025,22.854575,30.7669,3,,
,Synapta maculata,Synapta maculata,Synaptidae,Holothuroidea,tropical,,,,,1490,1,1,200,,omnivore,Herbivore,benthic,,coral,,,,NA,No,27.2832,26.1866,29.8754,1,,
,Synodus similis,Synodus similis,Synodontidae,Actinopterygii,temperate,,,,,382,1,2,18,4,Higher carnivore,Higher carnivore,benthic,Day,rock,25,76,,NA,No,20.247,20.2935,22.919,1,,
,Taenianotus triacanthus,Taenianotus triacanthus,Scorpaenidae,Actinopterygii,tropical,,,,,7536,1,1,10,4.1,Benthic invertivore,Benthic invertivore,benthic,Day,coral,5,134,,NA,No,27.766,27.233,30.82,3,,
,Tambja morosa,Tambja morosa,Polyceridae,Gastropoda,temperate,,,,,1185,1,2,7,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.3815,20.779,26.28,1,,
,Thor amboinensis,Thor amboinensis,Hippolytidae,Malacostraca,tropical,,,,,2383,1,2,2,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,24.453825,23.901025,29.69955,1,,
,Trachinotus blochii,Trachinotus blochii,Carangidae,Actinopterygii,tropical,,,,,1268,1,3,110,3.7,Benthic invertivore,Benthic invertivore,pelagic non-site attached,Day,water column,4,7,,NA,No,27.754,26.39625,30.5765,1,0.2483358,2
,Trimma okinawae,Trimma okinawae,Gobiidae,Actinopterygii,tropical,,,,,10,1,1,3.5,3,Benthic invertivore,Benthic invertivore,benthic,Day,coral,4,30,,NA,No,26.3448,24.20725,31.5118,1,,
,Turrilatirus turritus,Turrilatirus turritus,Fasciolariidae,Gastropoda,tropical,,,,,1894,1,1,5.1,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.3905,25.2991,30.674,1,,
,Tylodina corticalis,Tylodina corticalis,Tylodinidae,Gastropoda,temperate,,,,,795,1,1,10,,Benthic invertivore,Benthic invertivore,benthic,,rock,0,60,,NA,No,16.779875,17.3165,21.90975,1,,
,Ulua mentalis,Ulua mentalis,Carangidae,Actinopterygii,tropical,,,,,844,1,68,100,3.7,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,,,,NA,No,25.46935,23.67075,30.0245,1,,
,Umbraculum umbraculum,Umbraculum umbraculum,Umbraculidae,Gastropoda,temperate,,,,,3824,1,1,15,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,19.25125,19.704,24.56,2,,
,Valenciennea helsdingenii,Valenciennea helsdingenii,Gobiidae,Actinopterygii,tropical,,,,,2963,1,3,25,3.4,Benthic invertivore,Benthic invertivore,benthic,Day,sand,1,45,,NA,No,24.2359,23.3475,31.252,3,,
,Ablennes hians,Ablennes hians,Belonidae,Actinopterygii,tropical,,,,,,,,140,,Higher carnivore,Higher carnivore,benthic,Day,sand,,,,,,,,,,,
,Abudefduf spp.,Abudefduf spp.,Pomacentridae,Actinopterygii,tropical,,,,,,,,,,Planktivore,Planktivore,Demersal,Day,coral,,,,NA,No,29.965,29.9235,31.222,0,,
,Acanthemblemaria spp.,Acanthemblemaria spp.,Chaenopsidae,Actinopterygii,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,27.730375,27.94225,29.6205,0,,
,Acanthistius spp.,Acanthistius spp.,Serranidae,Actinopterygii,temperate,,,,,,,,,,Higher carnivore,Higher carnivore,benthic,Day,rock,,,,,,20.414,20.604,22.745,0,,
,Acanthopagrus sivicolus,Acanthopagrus sivicolus,Sparidae,Actinopterygii,temperate,,,,,,,,45,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,NA,No,22.124,23.2895,31.136,1,,
,Acanthozoon sp. [Raja],Acanthozoon spp.,#N/A,#N/A,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,30.2874,30.31855,31.1377,0,,
,Acanthurid spp.,Acanthurid spp.,Acanthuridae,Actinopterygii,tropical,,,,,,,,,2.2,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,NA,No,24.409675,23.671,31.172,0,,
,Acanthurus sp. [achilles],Acanthurus spp.,#N/A,#N/A,tropical,,,,,,,,,,Browsing herbivore,Herbivore,benthic,,coral,,,,,,,,,,,
,Acanthurus sp. [fowleri],Acanthurus spp.,Acanthuridae,Actinopterygii,tropical,,,,,,,,45,,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,NA,No,29.325,29.3255,30.737,0,,
,Acanthurus sp. [pyroferus],Acanthurus spp.,Acanthuridae,Actinopterygii,tropical,,,,,,,,25,,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,NA,No,29.9,29.9275,30.95,0,,
,Acanthurus spp.,Acanthurus spp.,Acanthuridae,Actinopterygii,tropical,,,,,,,,,,Browsing herbivore,Herbivore,Demersal,Day,coral,,,,NA,0,26.2675,25.347075,31.0247,0,,
,Acoela spp.,Acoela spp.,(blank),(blank),temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.507,20.5995,22.721,0,,
,Acreichthys tomentosus,Acreichthys tomentosus,Monacanthidae,Actinopterygii,tropical,,,,,,,,12,,omnivore,Herbivore,benthic,Day,rock,,,,,,29.3945,28.9352,30.22495,0,,
,Actinopterygii sp. [Epiuris annularis],Actinopterygii spp.,#N/A,Actinopterygii,tropical,,,,,,,,15,,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,29.645,29.7815,30.585,0,,
,Actinopterygii spp.,Actinopterygii spp.,(blank),Actinopterygii,tropical,,,,,,,,,,Omnivore,Herbivore,Demersal,Night,coral,,,,NA,No,23.36875,21.94,31.346,0,,
,Actinopterygii spp. [Fishes (indeterminate juveniles)],Actinopterygii spp.,(blank),Actinopterygii,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,Day,rock,,,,NA,No,7.984,8.7335,17.391,0,,
,Actinopyga spp.,Actinopyga spp.,Holothuriidae,Holothuroidea,tropical,,,,,,,,,,omnivore,Herbivore,benthic,,coral,,,,NA,No,26.8007,26.95635,29.5907,0,,
,Aeolidia papillosa,Aeolidia papillosa,Aeolidiidae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,9.673,10.143,18.11,1,,
,Aeolidiid spp.,Aeolidiid spp.,Aeolidiidae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,17.815,17.6955,22.058,0,,
,Aequorea coerulescens,Aequorea coerulescens,Aequoreidae,Hydrozoa,temperate,,,,,,,,,,Planktivore,Planktivore,pelagic non-site attached,,water column,,,,NA,No,13.311,15.8505,26.6,1,,
,Aglajid spp.,Aglajid spp.,Aglajidae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,20.786,20.818,22.743,0,,
,Aipysurus spp.,Aipysurus spp.,Elapidae,Reptilia,tropical,,,,,,,,,,Higher carnivore,Higher carnivore,benthic,,coral,,,,,,25.58115,25.625325,28.18425,0,,
,Albula vulpes,Albula vulpes,Albulidae,Actinopterygii,tropical,,,,,,,,104,,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,,,,,,,,
,Alepes spp.,Alepes spp.,Carangidae,Actinopterygii,tropical,,,,,,,,,,higher carnivore,Higher carnivore,benthic,Day,sand,,,,NA,No,29.391,29.201,30.536,0,,
,Alpheus spp.,Alpheus spp.,Alpheidae,Malacostraca,tropical,,,,,,,,,,omnivore,Herbivore,benthic,,coral,,,,NA,No,27.7914,26.629225,30.63065,0,,
,Amanses spp.,Amanses spp.,Monacanthidae,Actinopterygii,tropical,,,,,,,,,,Omnivore,Herbivore,Demersal,Day,coral,,,,NA,No,26.188,26.2335,28.633,0,,
,Amblyeleotris rubrimarginata,Amblyeleotris rubrimarginata,Gobiidae,Actinopterygii,tropical,,,,,,,,11,,Browsing herbivore,Herbivore,benthic,Day,sand,,,,,,30.629,30.5165,31.176,1,,
,Amblyeleotris sp. [FP],Amblyeleotris spp.,Gobiidae,Actinopterygii,tropical,,,,,,,,9.166666667,,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,26.596075,26.2834,29.1378,0,,
,Amblyeleotris spp.,Amblyeleotris spp.,Gobiidae,Actinopterygii,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,Day,sand,,,,NA,No,27.82155,27.0094,31.3538,0,,
,Amblyglyphidodon spp.,Amblyglyphidodon spp.,Pomacentridae,Actinopterygii,tropical,,,,,,,,,,Omnivore,Herbivore,Demersal,Day,coral,,,,NA,No,29.6475,29.778,30.95,0,,
,Amblygobius albimaculatus,Amblygobius albimaculatus,Gobiidae,Actinopterygii,tropical,,,,,,,,18,2.6,Omnivore,Herbivore,benthic,Day,sand,,,,NA,No,29.068,29.4285,32.821,1,,
,Amblygobius spp.,Amblygobius spp.,Gobiidae,Actinopterygii,tropical,,,,,,,,,2.8,Omnivore,Herbivore,benthic,Day,sand,,,,NA,No,25.997,25.0326,31.3152,0,,
,Amblypneustes spp.,Amblypneustes spp.,Temnopleuridae,Echinoidea,temperate,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,18.74595,18.29745,26.8829,0,,
,Ammotretis rostratus,Ammotretis rostratus,Pleuronectidae,Actinopterygii,temperate,,,,,,,,34,3.1,Benthic invertivore,Benthic invertivore,benthic,Night,sand,0,80,,NA,No,15.2075,16.109025,20.0698,1,,
,Amphimetra spp.,Amphimetra spp.,Himerometridae,Crinoidea,tropical,,,,,,,,,,Planktivore,Planktivore,benthic,Night,coral,,,,,,26.783,26.945,29.26,0,,
,Amphiprion spp.,Amphiprion spp.,Pomacentridae,Actinopterygii,tropical,,,,,,,,,,Omnivore,Herbivore,Demersal,Day,coral,,,,NA,No,26.715,26.6002,28.98455,0,,
,Amphiscolops spp.,Amphiscolops spp.,Convolutidae,(blank),tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,,,29.69,29.617,30.411,0,,
,Anampses spp.,Anampses spp.,Labridae,Actinopterygii,tropical,,,,,,,,,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,NA,No,25.433575,24.743675,30.46345,0,,
,Ancylomenes magnificus,Ancylomenes magnificus,Palaemonidae,Malacostraca,temperate,,,,,,,,2.5,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,19.466,19.116,22.373,1,,
,Angaria sp.,Angaria spp.,Angariidae,Gastropoda,tropical,,,,,,,,,,Browsing herbivore,Herbivore,benthic,,coral,,,,,,,,,,,
,Aniculus sp. [elegans],Aniculus spp.,Diogenidae,Malacostraca,tropical,,,,,,,,,,omnivore,Herbivore,benthic,,coral,,,,NA,No,27.127,27.079,28.787,0,,
,Anisodoris spp.,Anisodoris spp.,Archidorididae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,15.215,15.7335,18.611,0,,
,Antedon spp.,Antedon spp.,Antedonidae,Crinoidea,temperate,,,,,,,,,,Planktivore,Planktivore,benthic,Night,rock,,,,NA,No,20.3002,19.503425,26.6728,0,,
,Antennatus nummifer,Antennatus nummifer,Antennariidae,Actinopterygii,tropical,,,,,,,,13,,Higher carnivore,Higher carnivore,benthic,Night,coral,,,,,,,,,,,
,Anthenea spp.,Anthenea spp.,Oreasteridae,Asteroidea,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,25.0782,24.93465,32.2134,0,,
,Aphelodoris spp.,Aphelodoris spp.,Dorididae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,16.5555,17.24735,21.5177,0,,
,Aplysia spp.,Aplysia spp.,Aplysiidae,Gastropoda,temperate,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,20.7437,21.4167,27.3674,0,,
,Apogon cathetogramma,Apogon cathetogramma,Apogonidae,Actinopterygii,temperate,,,,,,,,12,3.6,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,rock,,,,NA,No,22.3619,23.235725,31.0208,1,,
,Apogon doryssa,Apogon doryssa,Apogonidae,Actinopterygii,tropical,,,,,,,,8,,Planktivore,Planktivore,benthic,Night,coral,,,,,,27.41985,26.6676,30.483,3,,
,Apogon sp. [cyanosoma],Apogon spp.,Apogonidae,Actinopterygii,tropical,,,,,,,,10,,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,,,,NA,No,28.993,29.227,33.011,0,,
,Apogon sp. [very small 2],Apogon spp.,Apogonidae,Actinopterygii,tropical,,,,,,,,5,,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,,,,NA,No,25.357,25.215,29.598,0,,
,Apogon sp. [very small],Apogon spp.,Apogonidae,Actinopterygii,tropical,,,,,,,,5,,Benthic invertivore,Benthic invertivore,pelagic site attached,Night,coral,,,,NA,No,25.236,25.296,29.18,0,,
,Apogon spp.,Apogon spp.,Apogonidae,Actinopterygii,tropical,,,,,,,,,,Planktivore,Planktivore,pelagic site attached,Night,coral,,,,NA,No,27.94865,26.5886,30.858,0,,
,Apogonichthyoides brevicaudatus,Apogonichthyoides brevicaudatus,Apogonidae,Actinopterygii,tropical,,,,,,,,9,,Planktivore,Planktivore,benthic,Night,sand,,,,,,26.534,25.99135,30.33185,1,,
,Apogonid spp.,Apogonid spp.,Apogonidae,Actinopterygii,tropical,,,,,,,,,3.5,Planktivore,Planktivore,pelagic site attached,Night,coral,,,,NA,No,26.2535,25.546375,32.34275,0,,
,Archidoris sp. [yellow],Archidoris spp.,Dorididae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,NA,No,15.962,16.5535,19.586,0,,
,Arctocephalus spp.,Arctocephalus spp.,Otariidae,Mammalia,temperate,,,,,,,,,,higher carnivore,Higher carnivore,pelagic non-site attached,Day,rock,,,,NA,No,18.792,18.8005,21.983,0,,
,Armina spp.,Armina spp.,Arminidae,Gastropoda,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,NA,No,20.247,20.2935,22.919,0,,
,Arothron spp.,Arothron spp.,Tetraodontidae,Actinopterygii,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,,,,NA,No,30.647,30.5625,31.435,0,,
,Arripis spp.,Arripis spp.,Arripidae,Actinopterygii,temperate,,,,,,,,,4.1,higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,,,,NA,No,14.970675,15.6633,20.8124,0,,
,Aseraggodes spp.,Aseraggodes spp.,Soleidae,Actinopterygii,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,Night,sand,,,,NA,No,21.525,21.7752,24.86875,0,,
,Asteroidea spp.,Asteroidea spp.,(blank),Asteroidea,tropical,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,coral,,,,NA,No,22.81445,21.27805,30.8488,0,,
,Asterropteryx spp.,Asterropteryx spp.,Gobiidae,Actinopterygii,tropical,,,,,,,,,,Browsing herbivore,Herbivore,benthic,Day,sand,,,,,,,,,,,
,Astraea sp. [purple aperture],Astraea spp.,#N/A,#N/A,temperate,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,rock,,,,,,22.41405,22.616,25.394,0,,
,Astraea spp.,Astraea spp.,Turbinidae,Gastropoda,tropical,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,26.2211,26.3547,28.0994,0,,
,Astralium spp.,Astralium spp.,Turbinidae,Gastropoda,tropical,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,coral,,,,NA,No,22.5906,21.3085,30.083,0,,
,Astroboa nuda,Astroboa nuda,Gorgonocephalidae,Ophiuroidea,tropical,,,,,,,,40,,Benthic invertivore,Benthic invertivore,benthic,Night,coral,,,,,,28.496,28.064,30.581,1,,
,Astrocaneum spinosum,Astrocaneum spinosum,Gorgonocephalidae,Ophiuroidea,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,rock,,,,,,21.746,22.397,28.974,1,,
,Astropecten spp.,Astropecten spp.,Astropectinidae,Asteroidea,temperate,,,,,,,,,,Benthic invertivore,Benthic invertivore,benthic,,sand,,,,NA,No,14.48275,14.81475,19.031,0,,
,Atherinid spp.,Atherinid spp.,Atherinidae,Actinopterygii,tropical,,,,,,,,,3.7,Omnivore,Herbivore,pelagic non-site attached,Day,water column,,,,NA,No,23.29335,21.101,31.07,0,,
,Atherinomorus endrachtensis,Atherinomorus endrachtensis,Atherinidae,Actinopterygii,tropical,,,,,,,,10,,Planktivore,Planktivore,benthic,Day,sand,,,,,,26.424,26.611,29.951,1,,
,Atherinomorus spp.,Atherinomorus spp.,Atherinidae,Actinopterygii,tropical,,,,,,,,,,Planktivore,Planktivore,benthic,Day,sand,,,,,,26.202625,26.3395,30.5215,0,,
,Atherinopsis californiensis,Atherinopsis californiensis,Atherinidae,Actinopterygii,temperate,,,,,,,,,,Planktivore,Planktivore,benthic,Day,sand,,,,,,18.155,18.4805,22.136,1,,
,Atractoscion sp. [nobilis],Atractoscion spp.,Sciaenidae,Actinopterygii,temperate,,,,,,,,130,2.93571428571429,higher carnivore,Higher carnivore,benthic,Night,rock,,,,NA,No,15.962,16.5535,19.586,0,,
,Atrina sp. [vexillum cf],Atrina spp.,Pinnidae,Bivalvia,tropical,,,,,,,,,,Planktivore,Planktivore,benthic,,sand,,,,NA,No,25.357,25.215,29.598,0,,
,Atrina spp.,Atrina spp.,Pinnidae,Bivalvia,tropical,,,,,,,,,,Planktivore,Planktivore,benthic,,sand,,,,,,,,,,,
,Aurelia aurita,Aurelia aurita,Ulmaridae,Scyphozoa,temperate,,,,,,,,40,,Planktivore,Planktivore,pelagic non-site attached,Night,water column,0,40,,NA,No,17.3707,16.8095,23.289,1,,
,Aurelia spp.,Aurelia spp.,Ulmaridae,Scyphozoa,temperate,,,,,,,,,,Planktivore,Planktivore,pelagic non-site attached,Night,water column,,,,NA,No,22.124,23.2895,31.136,0,,
,Austrocochlea spp.,Austrocochlea spp.,Trochidae,Gastropoda,temperate,,,,,,,,,,Scraping herbivore,Herbivore,benthic,,rock,,,,NA,No,14.158,14.589,18.835,0,,
,Axiopsis spp.,Axiopsis spp.,Axiidae,Malacostraca,tropical,,,,,,,,,,omnivore,Herbivore,benthic,,coral,,,,NA,No,28.83,28.7325,29.494,0,,
,Axoclinus sp. [carminalis],Axoclinus spp.,Tripterygiidae,Actinopterygii,tropical,,,,,,,,5,2.40892857142857,Benthic invertivore,Benthic invertivore,benthic,Day,coral,,,,NA,No,27.04905,26.9844,30.099,0,,
,Balistid spp.,Balistid spp.,Balistidae,Actinopterygii,tropical,,,,,,,,,,Omnivore,Herbivore,Demersal,Day,coral,,,,NA,No,27.942775,27.324875,30.468,0,,
