"latitude","longitude","survey_date","survey_id","mean_sst","median_sst","q95_sst","q05_sst","min_sst","max_sst"
-43.28394,147.16667,2022-03-04,923401242,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.28394,147.16667,2022-03-04,923401241,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.28394,147.16667,2022-03-04,923401240,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.28394,147.16667,2022-03-04,923401237,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.2877006530762,147.179244995117,2022-03-04,923401239,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.2877006530762,147.179244995117,2022-03-04,923401236,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.2877006530762,147.179244995117,2022-03-04,923401234,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.2877006530762,147.179244995117,2022-03-04,923401232,13.9842270861833,13.62,17.83,11.24,10.87,19.01
-43.29383,147.14182,2022-03-04,923401238,13.9407387140903,13.61,17.73,11.235,10.88,18.98
-43.29383,147.14182,2022-03-04,923401235,13.9407387140903,13.61,17.73,11.235,10.88,18.98
-43.29383,147.14182,2022-03-04,923401233,13.9407387140903,13.61,17.73,11.235,10.88,18.98
-43.29383,147.14182,2022-03-04,923401231,13.9407387140903,13.61,17.73,11.235,10.88,18.98
-43.3885383605957,147.09880065918,2022-09-15,923401220,14.0772640218878,13.87,17.6,11.18,10.56,18.88
-43.4786109924316,147.008834838867,2022-09-07,923401219,14.0755677154583,13.93,17.35,11.44,10.96,18.56
-43.4072189331055,147.096939086914,2022-09-15,923401218,14.074829001368,13.87,17.505,11.305,10.7,18.75
-43.5303688049316,146.99494934082,2022-09-07,923401217,14.0864295485636,14.02,17.19,11.61,11.2,18.33
-43.5258598327637,146.993209838867,2022-09-07,923401216,14.0864295485636,14.02,17.19,11.61,11.2,18.33
-43.4173889160156,147.092971801758,2022-09-15,923401215,14.074829001368,13.87,17.505,11.305,10.7,18.75
-43.03834,147.33894,2022-08-02,923401214,14.2403693570451,14.05,18.44,10.62,9.95,19.85
-43.52525,146.99609,2022-08-28,923401213,14.085512995896,14.02,17.19,11.605,11.2,18.33
-43.0533981323242,147.342102050781,2022-08-09,923401212,14.2305335157319,14.07,18.345,10.715,9.97,19.67
-43.0227317810059,147.336166381836,2022-08-02,923401211,14.2403693570451,14.05,18.44,10.62,9.95,19.85
-43.53484,146.99289,2022-08-28,923401210,14.085512995896,14.02,17.19,11.605,11.2,18.33
-43.4040794372559,147.095840454102,2022-08-30,923401209,14.0722571819425,13.87,17.505,11.28,10.7,18.75
-43.04787,147.34509,2022-08-02,923401208,14.2403693570451,14.05,18.44,10.62,9.95,19.85
-43.04371,147.34192,2022-08-09,923401207,14.2359644322845,14.05,18.44,10.59,9.9,19.85
-43.0462188720703,147.343902587891,2022-08-09,923401206,14.2359644322845,14.05,18.44,10.59,9.9,19.85
-43.393138885498,147.098846435547,2022-08-30,923401205,14.0750615595075,13.87,17.6,11.155,10.56,18.88
-43.39711,147.09627,2022-08-30,923401204,14.0750615595075,13.87,17.6,11.155,10.56,18.88
48.8289489746094,-125.197570800781,2022-05-04,923401203,11.6344322845417,11.45,16.345,7.59,7.11,17.98
48.8289489746094,-125.197570800781,2022-05-04,923401189,11.6344322845417,11.45,16.345,7.59,7.11,17.98
48.8802833557129,-125.312881469727,2022-04-26,923401202,11.4340766073871,11.21,16.055,7.53,6.84,17.6
48.8542671203613,-125.117034912109,2022-04-25,923401201,11.9215868673051,11.61,17.08,7.655,7.09,18.38
48.8356666564941,-125.214797973633,2022-04-29,923401200,11.5095759233926,11.36,16.06,7.605,7.04,17.79
48.8705177307129,-125.160346984863,2022-05-05,923401199,11.7938987688098,11.53,16.805,7.575,6.99,18.18
48.9502334594727,-125.155548095703,2022-04-28,923401198,11.9423392612859,11.65,17.25,7.58,6.94,18.34
48.9502334594727,-125.155548095703,2022-04-28,923401187,11.9423392612859,11.65,17.25,7.58,6.94,18.34
48.85205078125,-125.123565673828,2022-04-25,923401197,11.9215868673051,11.61,17.08,7.655,7.09,18.38
48.9116172790527,-125.267036437988,2022-04-27,923401196,11.6317099863201,11.34,16.595,7.51,6.9,17.79
48.858283996582,-125.160919189453,2022-05-03,923401195,11.7947606019152,11.53,16.805,7.575,6.99,18.18
48.858283996582,-125.160919189453,2022-05-03,923401185,11.7947606019152,11.53,16.805,7.575,6.99,18.18
48.8286018371582,-125.221298217773,2022-04-29,923401194,11.5095759233926,11.36,16.06,7.605,7.04,17.79
48.834789276123,-125.147026062012,2022-05-02,923401193,11.7669220246238,11.52,16.65,7.635,7.16,18.19
48.8273315429688,-125.196601867676,2022-05-04,923401192,11.6344322845417,11.45,16.345,7.59,7.11,17.98
48.8273315429688,-125.196601867676,2022-05-04,923401191,11.6344322845417,11.45,16.345,7.59,7.11,17.98
48.8574676513672,-125.158233642578,2022-05-03,923401190,11.7947606019152,11.53,16.805,7.575,6.99,18.18
48.8574676513672,-125.158233642578,2022-05-03,923401181,11.7947606019152,11.53,16.805,7.575,6.99,18.18
48.855583190918,-125.183799743652,2022-05-05,923401188,11.7938987688098,11.53,16.805,7.575,6.99,18.18
48.9550819396973,-125.153373718262,2022-04-28,923401186,11.9423392612859,11.65,17.25,7.58,6.94,18.34
48.8907012939453,-125.300498962402,2022-04-27,923401184,11.4322161422709,11.21,16.055,7.53,6.84,17.6
48.8654823303223,-125.361480712891,2022-04-27,923401183,11.3535567715458,11.16,15.845,7.53,6.73,17.49
48.8650321960449,-125.313720703125,2022-04-26,923401182,11.4340766073871,11.21,16.055,7.53,6.84,17.6
48.8790817260742,-125.297401428223,2022-04-26,923401180,11.5501094391245,11.3,16.29,7.55,6.96,17.78
48.8375816345215,-125.144142150879,2022-05-06,923401179,11.765512995896,11.52,16.65,7.635,7.16,18.19
-31.98618,115.557,2022-05-28,923401178,20.9719288645691,20.96,23.585,18.35,17.43,24.67
-31.98618,115.557,2022-05-28,923401170,20.9719288645691,20.96,23.585,18.35,17.43,24.67
-32.01552,115.55708,2022-06-25,923401177,20.9165800273598,20.81,23.605,18.305,17.32,24.75
-32.01552,115.55708,2022-06-25,923401176,20.9165800273598,20.81,23.605,18.305,17.32,24.75
-31.97427,115.53757,2022-06-25,923401175,21.0208207934337,20.95,23.475,18.585,17.68,24.44
-31.97427,115.53757,2022-06-25,923401174,21.0208207934337,20.95,23.475,18.585,17.68,24.44
-32.02567,115.58404,2022-06-25,923401173,20.9165800273598,20.81,23.605,18.305,17.32,24.75
